id|text|Prediction|Label
80| We ve become one big family Camp Wonky continues watch of Crooked House site Affectionately named Camp Wonky a group of Black Country residents are nearing the end of their second week keeping a 24 7 watch of the site where the Crooked House pub stood It s not exactly how I expected to be spending my summer laughed Emma Smith from Kingswinford who has been visiting the camp every day with her young daughter But we ve become one big family it s been nice And now we can see what s going on with the pub we all feel a lot happier we can actually sleep at night A month on from when the pub was gutted by fire this weekend the group will hold a locking ceremony in which approximately 23 000 bricks that have been salvaged from the site will be enclosed in two metal containers Campaigners will place their own padlocks on the containers to ensure the bricks will not be touched until they are satisfied a rebuild is going to take place They believe it will be the first step in a long journey to getting the famous wonky building rebuilt on the site where it stood for more than 250 years It s been agreed the bricks will stay where they are and our hope is that at some point in time we ll be getting them back out again to start rebuilding said Paul Turner one of the campaign leaders But there are a lot of hurdles to jump through before then Turner said that when a building company arrived on the site of the former pub which was demolished less than two days after the fire local residents feared the rubble would end up in landfill But South Staffordshire council has placed restrictions on the site that mean no materials can be removed without permission and workers have gone through the rubble by hand to carefully pack up all the bricks One local who has been keeping a watchful eye on the proceedings is Rob Brown who has been living in his van just outside the site gates to monitor goings on during the night I m getting messages from all over the world saying we re doing a cracking job he said I loved that pub I have many memories of it Those camped outside the gates have had a constant stream of visitors as well as donations and food Black Country folk we stick together especially in times like this Brown said She will be rebuilt she will Last week West Midlands police announced that two people had been arrested on suspicion of arson in relation to the fire The push to have the pub rebuilt shows no sign of abating We expected the momentum to drop after two or three days but that didn t happen it s still going strong And it s not just local it s national and international Turner said We just have to keep on pushing so that the powers that be support our cause We just don t have a lot of information about the legal side of things so we have to trust the work is going on behind the scenes  Locals are monitoring site 24 7 and are ready to lock up 23 000 bricks they hope can be used in a rebuild|1.0|6.0
81|Adam Driver hits out at big film studios over Hollywood strike The actor Adam Driver has criticised film studios including Netflix and Amazon for refusing to meet the demands of striking writers and actors Driver speaking at a press conference at the Venice Film festival is one of just a handful of A listers appearing at the event this year The American actor s film Ferrari directed by Michael Mann received an exemption from Sag Aftra the Screen Actors Guild and American Federation of Television and Radio Artists for being made outside the main studio system Union rules prohibit stars from promoting their films until demands over pay residuals and the increasing threat of AI are met by the Alliance of Motion Picture and Television Producers AMPTP the trade association representing big studios including the streamers I m very happy to be here to support this movie but also I m very proud to be here to be a visual representation of a movie that s not a part of the AMPTP and to promote the Sag leadership directive which is an effective tactic which is the interim agreement Driver told reporters before Ferrari s premiere The effect of such an interim agreement he said was twofold It allowed independent movies with no association to the AMPTP to allow people in the industry to be able to work But the other objective is to say why is it that a smaller distribution company like Neon and STX International can meet the dream demands of what Sag is asking for this is pre negotiation the dream version of Sag s wishlist but a big company like Netflix and Amazon can t And every time people from Sag support a movie that has agreed to these terms it just makes it more obvious that these people are willing to support the people they collaborate with and the others are not Driver has worked with Netflix before on Marriage Story 2019 an Oscar nomination earner for him and White Noise 2022 which opened the Venice film festival last year He said it was a no brainer to use the opportunity to attend the event and stand in solidarity with his union by showing up and just further proving the point that it really is about the people that you make films with Mann known for highly stylised and glossy thrillers such as Heat and Collateral as well as the TV series and film versions of Miami Vice also said individually and collectively the team behind the film all stood in solidarity with Sag and the Writers Guild of America This picture got made because of the people who worked on Ferrari forgoing large percentages of salaries in the case of Adam and myself Producers such as PJ van Sangwijk basically worked for no fees It s not made by a big studio no big studio wrote us a cheque he said The film depicts the life of Enzo Ferrari during a turbulent period of his life in 1957 Behind the spectacle of Formula One the former racer faces bankruptcy the end of his volatile marriage continuing grief over the death of his son as well as navigating a relationship with his lover and their young child His drivers passion to win pushes them to the edge as they start the treacherous 1 000 mile race across Italy the Mille Miglia The film co stars Pen lope Cruz Patrick Dempsey and Shailene Woodley Driver also spoke about the extra responsibility that came with playing characters of different cultures in both Ferrari and a previous film House of Gucci he steps into the shoes of notable Italian figures behind two of Italy s most iconic brands It is an added responsibility because it s not your culture You have to really immerse yourself he said You have to be in the place and smell the farms go to the factory hear the engines It s similar to learning a new language That understanding of different cultures was what he loved most about being an actor he said You re forced to empathise with someone who s different from you and who s made different choices at a different time It s a very weird job but it s what I m interested in It connects me to people that I normally would probably never interact with  Ferrari star tells Venice film festival that leading studios such as Netflix and Amazon should support actors and writers|7.0|12.0
82|Uncle s criticism of Luis Rubiales suggests split in Spanish football chief s family The mother of the embattled Spanish football chief Luis Rubiales has ended her hunger strike three days after she shut herself into a church in southern Spain as a series of interviews with his uncle hinted at a split in how the family views the unsolicited kiss by federation president after the Women s World Cup final Earlier this week ngeles B jar made headlines around the world as she announced plans to remain indefinitely day and night in a church as she began a hunger strike over what she described as the inhumane and bloodthirsty persecution of her son It was a surprising twist to a saga that has gripped Spain since Rubiales 46 grabbed the forward Jenni Hermoso by the head pulled her towards him and planted a kiss on her lips during the World Cup medal ceremony After initially dismissing those behind the mounting outrage as idiots and stupid people Rubiales sought to portray the kiss as consensual Hermoso later said that the situation had left her feeling vulnerable and a victim of aggression The kiss took place without any type of consent from my part she added As Fifa said it had provisionally suspended Rubiales and the regional leaders of the football federation called on him to resign from his position as president the small city of Motril and the 19th century church where Rubiales mother was sleeping on a mattress became the last bastion of public support for the football chief On Wednesday the parish priest of the church said B jar had been taken to hospital It s because of the heat and everything else he told reporters adding that anxiety had played a role One day later a source close to the family told Europa Press that the septuagenarian had ended her hunger strike and had spent the night at home after being released from the hospital in good condition late on Wednesday Rubiales s uncle Juan Rubiales spoke to several media outlets across Spain Juan who had a high profile falling out with his nephew who he said fired him from his job at the football federation in 2020 said he respected Rubiales s mother and knew she was suffering We Rubialeses are absolutely committed to the idea of dignity Juan told the news site El Confidential And dignity is to defend Jenni to understand her and to reproach the shameful behaviour of this president He added I think he needs a social re education programme and a re education in his relationship with women He described his nephew as a man obsessed with power luxury money and women In a separate interview with the newspaper El Mundo he added that his nephew was a man with a clear machista sexist tinge Luis Rubiales did not respond to a request for comment put to the Spanish football federation  As mother ends hunger strike in support of son uncle says nephew s World Cup behaviour was shameful |11.0|1.0
83| Everything is destroyed Floridians begin long recovery from Idalia  For Evelyn and Thomas Rhodes the sign they had to flee their home was when a bed started to float off the floor Ashley Nicole Nguyen of Pasco county Florida has now started a GoFundMe to try to support the Rhodeses her grandmother and uncle who escaped the rising waters from Hurricane Idalia unharmed but have lost many of their possessions They were asleep when the storm came through around 5am Then Thomas noticed that his bed started to float said Nguyen The couple were taken by the fire department to their nearest friend s house with their small dog But everything is completely destroyed all of Nicole s belongings televisions furniture as well as everything else on that street said Nguyen She said her uncle s workplace a nearby restaurant was completely destroyed by flooding They will have nothing to go back to and she also lost her cat due to the storm He is believed to have drowned because he was an indoor cat and does not know the neighborhood Similar scenes were play out across a broad swathe of Florida after Idalia carried with it a storm surge of up to 16ft 4 8m as it struck the north western coast the state s Big Bend region The hurricane s impact set record high water levels across a 200 mile 322km stretch to Tampa causing extensive damages in coastal communities of Perry Steinhatchee and Cedar Key The storm made landfall on Wednesday morning as a category 3 hurricane with maximum sustained winds nearing 125mph According to Mike Carballa the Pasco county administrator an estimated 4 000 to 6 000 local homes sustained hurricane damage Insured property losses were estimated by UBS to run to 9 36bn Several roads and bridges into affected communities are still not accessible as emergency crews clear debris and downed trees from roadways As authorities continue to assess damages in the Big Bend region residents who have lost their homes are in limbo awaiting relief and assistance to begin to retrieve what they can from their homes Heather and David Durst of Hudson Florida completely lost their home to an Idalia induced fire Their children have set up a GoFundMe to help assist in their efforts to begin to rebuild replace their personal items and cover temporary housing expenses We don t know what happened exactly We retreated next door came outside and our neighbor realized our house was on fire We tried to put it out weren t able to so we called 911 Heather Durst told the New York Times Ron DeSantis s anti immigration policies in Florida are undermining the recovery and rebuilding of hard hit areas On 1 July SB 1718 signed into law by DeSantis went into effect which imposes restrictions and penalties aimed at deterring employers from hiring undocumented workers Floridians will need thousands of skilled disaster recovery workers to rebuild their homes after Idalia but because of Governor DeSantis they may not get them said Saket Soni executive director of Resilience Force an advocacy group for workers who respond to climate disasters The group said over half its members reported they would not be deploying to Florida to assist in Hurricane Idalia recovery efforts due to the high risk of deportation Soni said Resilience workers are overwhelmingly immigrants and DeSantis s anti immigrant attacks successfully drove them out when they were still rebuilding from Hurricane Ian s unprecedented destruction Florida must repeal its draconian anti immigrant laws now to avoid making the crisis of Idalia even worse  Some residents say they will have nothing to go back to after hurricane caused extensive damage|1.0|2.0
84|The people of Ecuador just made climate justice history The world can follow Days ago voters in Ecuador approved a total ban on oil drilling in protected land in the Amazon a 2 5m acre tract in the Yasun national park that might be the world s most important biodiversity hotspot The area is a Unesco designated biosphere reserve and home to two non contacted Indigenous groups This could be a major step forward for the entire global climate justice movement in ways that are not yet apparent This vote is important not only for Ecuador and for the Indigenous peoples in the Yasun who now have hope of living in peace in perpetuity It is also a potential model for how we can use the democratic process around the world to help slow or even stop the expansion of fossil fuels to the benefit of billions of people The Yasun referendum proves that real democracy that respects the popular will can be a powerful tool for transitioning to a sustainable future Ecuador s state oil company Petroecuador had been producing nearly 60 000 barrels a day in the Yasun It now must figure out how to dismantle its entire operation and go home When in history has a popular vote ever forced an oil company to cease active drilling Never The Yasun vote was not the result of a business decision made in a boardroom or government office It was the product of two decades of grassroots organizing by citizens and activists like you and me I know because I have been to Ecuador more than 250 times to work on a historic pollution case against Chevron on behalf of the Indigenous people there Many of the same Indigenous leaders and activists who helped fight Chevron organized the Yasun vote At the same time the vote underscores how important it is to protect our increasingly fragile democracy Without a robust democracy that allows citizens to place issues of critical importance on the ballot without the intermediation of elites the Yasun referendum never would have happened The flipside is that powerful oil and gas companies understand the threat a real citizen based democracy poses to their power They fear a society where citizens can put referendums on the ballot without the approval of business leaders Those of us in the climate movement often can t even stop to focus on the connection between democracy and climate justice because we re so focused on dealing with the immediate crises taking place before our eyes such as the Maui fire In the United States it is not broadly known that the fossil fuel industry quietly funds a national lobbying campaign that has introduced draconian anti protest bills in at least 18 states These laws threaten anyone protesting at an oil or gas facility with huge fines and serious prison sentences some states even impose criminal liabilities on non profit advocacy groups that support the protesters These are really laws of intimidation designed to stop protest before it happens And they are also manifesting in other countries including Australia the United Kingdom and Germany As a result many Americans who have committed peaceful acts of non violent civil disobedience central to the birth of our country and a cornerstone of our political tradition now face decades in prison In Atlanta Georgia 42 people have been charged by prosecutors with domestic terrorism for trying to save the city s last green canopy in the Weelaunee forest Local police are trying to raze part of the forest to build a military style police training academy colloquially called Cop City that already resulted in the first police killing of a climate activist in US history The police have said that the activist Manuel Paez Ter n was used a weapon activists dispute that claim The Atlanta cases represent a frightening escalation of attacks on free speech and protest in the US None of those charged whom authorities accused mainly of vandalism and arson committed a direct act of violence against another person Nobody was injured other than the activist shot and killed by police while sitting in the forest That this is happening in a city considered to be one of the cradles of the American civil rights movement shows just how entwined corporate and police power have become in their efforts to erode democratic rights The prosecutions in Georgia are also occurring in a broader context where the right to vote has been seriously impaired Voter suppression is now a regular feature in many US states with ludicrous laws being passed to throw out votes In this short century two presidents have taken office in the US who did not win the popular vote Votes are constantly thrown out for the thinnest of reasons as journalists such as Greg Palast have meticulously documented On top of these threats to democracy at the state level the US supreme court and its unelected mostly far right justices are weakening both our democracy and its ability to regulate the fossil fuel industry The court has consistently approved measures like voter ID laws and felon disenfranchisement that make it more difficult for historically marginalized groups to vote It has also of late decided its role is to strike down popular legislation so who knows what they d do to a popularly won ban on oil drilling I am an environmental justice and human rights lawyer but one reason I spend significant time focused on issues of democracy is because I simply cannot do my work if our political system does not allow the political space to advocate freely After I helped Indigenous peoples win a major pollution case in Ecuador I was detained for almost three years in the US after being targeted with the nation s first ever corporate prosecution My own case is a reminder that the normal rules of democracy can easily be suspended when entrenched economic interests face a serious enough threat to their bottom line As I write this a heat dome in the US sits over the entire midwest and is affecting 100 million people Fires have destroyed millions of acres of land A tropical storm just smacked southern California for the first time and the historic town of Lahaina in Hawaii burned to the ground with hundreds of people still unaccounted for In the meantime the oil industry is reporting record profits creating enormous incentives for a small group of powerful shareholders to maintain their power by shrinking our democratic space What the referendum in Ecuador teaches us is that democratic processes when coupled with strong grassroots organizing can produce startlingly effective results Taking a cue from our friends in that brave country the next major move for the climate justice movement could be to launch a national campaign to put the simple question presented in Ecuador before the American people in every state that allows citizens to place their own questions on the ballot The question is whether we can vote to end the destruction of our planet by the burning of fossil fuels It is clear we cannot trust either of the two major US political parties both of which mostly support fossil fuel expansion to adequately address this crisis We simply cannot save the planet without first protecting and strengthening our democracy Steven Donziger is a human rights and environmental lawyer a Guardian US columnist and the creator of the Substack newsletter Donziger on Justice He is speaking at the New York Society for Ethical Culture on 12 September Voters won a huge battle with the oil industry proving that we can t save the planet without robust democracy|1.0|16.0
85|When is a vandal not a vandal When they re attacking Ulez cameras say desperate Tory MPs This was crime week on the Tory grid but the party of law and order is no more Tories now do like dictators passing draconian laws against the freedom to protest but flouting them for protesters of their own political ilk Self styled blade runners claim to have so far destroyed 600 cameras of the 3 000 needed to enforce the new Ulez ultra low emission zone now covering all of Greater London The Mail Telegraph and Sun have been whooping up the actions of Captain Gatso and his balaclavaed vandals as they tear down cameras and cut cables The Sun reports anti Ulez exploits along with its Give Us A Brake campaign to slow down the government s ruinous race to net zero The Telegraph quotes a vigilante describing his night time vandalism as unpaid voluntary work for the community This is what protesters do when they find no better way to alert the public to their cause accepting the consequences if caught But from suffragettes blowing up letter boxes to Extinction Rebellion XR spilling black paint outside the Department for Levelling Up Housing and Communities property damage is always roundly condemned by elected politicians So it s dumbfounding for senior Tory politicians at Westminster and in local authorities to encourage acts of criminal damage Iain Duncan Smith says he backs a lot of people in my constituency who have been cementing up cameras and putting plastic bags over them I am happy for them to do it because they are facing an imposition that no one wants and they have been lied to about it People have had enough It is hard to remember an MP of any party exhorting inciting or even praising criminal damage let alone a former cabinet minister and easy to forget a former Conservative party leader Raj Chada a solicitor specialising in protest who has defended protesters in movements including Black Lives Matter Colston Must Go XR and Just Stop Oil says he knows of no Labour MP ever advocating criminal damage I sat in court beside John McDonnell a few years ago as we were both character witnesses for a group of climate protesters both of us describing their non violent peaceful protest contrary to the prosecution case But just imagine if McDonnell ever gave an interview calling on his constituents to rise up and smash public property Duncan Smith is not alone The newly elected MP for Uxbridge and South Ruislip Steve Tuckwell has been an administrator for Facebook groups urging more people to join in Ulez camera destruction groups hosting racist abuse of Sadiq Khan such as he hates our way of life thats why he s destroying London along with his muslim friends in County Hall When the Evening Standard contacted Conservative head office Tuckwell rapidly withdrew from the group A string of Tory council leaders have been administrators of similar anti Ulez sites A line is crossed when democratically elected politicians rouse people to disobey democratically made laws That s something the left has not always understood when raging at Labour MPs failing to join protests that might tip into illegality So it is breathtaking to find Duncan Smith law and order tough guy punisher of any benefit claimant who misses an appointment openly calling for protesters to commit criminal damage after voting through ferocious new anti protester laws designed to frighten off demonstrators Remember two Just Stop Oil protesters are in jail for three years and two years seven months for climbing on to a bridge and disrupting traffic Yet now some Conservative MPs are saying that police resources are being used to investigate attacks on Ulez cameras rather than more serious crimes I don t recall them saying the police wasted time prosecuting climate protesters Incidentally Duncan Smith told GB News that Ulez is a fund raiser that will damage the lives of people particularly the poor Ah the poor Who owe so much to his hostile ministrations Watch out for frequent Tory crocodile tears for poor people to resist net zero actions They never suggest making them less poor London s dirty air harms the poorest people most they are least likely to own cars and are disproportionately represented among those whose premature deaths are contributed to by air pollution 4 000 Londoners in 2019 alone Watch the Tories make Ulez their testing ground for the general election cleaner and greener versus the great British motorist Will it work YouGov finds nearly a third of Londoners back Ulez camera vandals But the Ulez policy itself has a net support of five percentage points across London as a whole Look at the marked difference between inner London where Ulez is well bedded in and supported by 62 of people and outer London where 51 oppose it That suggests that once Ulez has been running a while people forget the lies told about it In Uxbridge Tories raised fears that everyone would pay but voters will find only one in 10 vehicles affected with scrappage grants for most people Outer Londoners will find good effects nitrogen dioxide levels along roads are 21 lower in inner London and 46 lower in central London than they would have been without the Ulez Here is Allister Heath the editor of the Sunday Telegraph very excited at finding a new cause now that Brexit is dying of its own delusions The mayor s nasty vindictive Ulez cash grab has triggered a wave of French style civil disobedience radicalised an outer suburbia that the snooty inner London elite had long forgotten even existed Can revving up a motorists revolution do what Brexit did before This may only appeal to Torydom s basest base male and violent in tone The country ranks the climate high among its top concerns Ipsos finding it actually jumped 13 points in August putting it at third place with immigration fifth If the Tories make green the turf of the next election bring it on Labour will embrace it because net zero is right and goes with the grain of most opinion And as Napoleon said never interrupt your enemy when they are making a mistake This article was amended on 3 September 2023 An earlier version said that the Ulez scrappage grants scheme was available to all residents of London In fact the vehicle must be registered at the applicant s address with the Driver and Vehicle Licensing Agency on or before 30 January 2022 Polly Toynbee is a Guardian columnist Investigating protest and criminal damage is apparently now a waste of police time Funny that Conservatives didn t say that about Just Stop Oil protests says Guardian columnist Polly Toynbee|16.0|16.0
86|Royal Navy sailors provide guard of honour at last Dunkirk veteran s funeral Royal Navy sailors have provided a guard of honour at the funeral of a man believed to be the last naval Dunkirk veteran 102 year old Lawrence Churcher Churcher who was born in Portsmouth Hampshire died this month at a care home in nearby Fareham days before his 103rd birthday In pouring rain Churcher s coffin draped in a union flag with a navy hat on top was carried by pallbearers from the Royal Navy into Portchester crematorium for a private funeral service attended by family and friends Project 71 a charity that supports second world war veterans posted on Facebook A truly remarkable man loved and respected by all who knew him Stand down Lawrence your duty is done It has been an honour to have known you Churcher was posted to HMS Eagle at the start of the war and landed in France in May 1940 to help supply ammunition to the frontlines and was posted to a railhead outside Dunkirk The charity said When he together with thousands of others of the BEF British Expeditionary Force was ordered to pull back to the beaches he began looking for the Hampshire regiment in the hope of finding his two brothers Edward and George Amazingly they met each other and managed to sail back to the UK on the same ship Churcher previously said When my brothers found me I just felt relief There were so many soldiers there and continuous aircraft dropping bombs and strafing us I had so many things on my mind until I got onboard of our ship One fella leaned on my shoulder gave a sigh of relief and said Thank God we ve got a navy and that sort of churned it up inside of me We knew we had to get those soldiers back from Dunkirk Churcher served in the Mediterranean at D day and in the far east He was awarded the French L gion d honneur He later became a football referee and then Portsmouth FC s oldest supporter having been been an out and out fan since his first visit in 1928  Lawrence Churcher 102 believed to be last navy veteran of evacuation during second world war|1.0|6.0
87| Scent of eternity scientists recreate balms used on ancient Egyptian mummy Museum goers are to be transported back more than 3 500 years in a sniff after researchers identified and recreated the scent of balms used in the mummification of an ancient Egyptian noblewoman While mummification may conjure up scenes of bandages and jars the process was a fragrant affair in which the body and organs were embalmed to preserve them for the afterlife However with a dearth of texts from ancient Egypt revealing the exact ingredients used scientists have been using modern analyses to unpick the substances involved Now researchers studying residues of balms used in the mummification of a noblewoman called Senetnay have not only revealed that many of their ingredients came from outside Egypt but also reproduced their perfume Senetnay s mummification balm stands out as one of the most intricate and complex balms from that era said Barbara Huber the first author of the research from the Max Planck Institute of Geoanthropology Writing in the journal Scientific Reports the team say Senetnay lived around 1450BC and was a wet nurse to Pharaoh Amenhotep II Senetnay s canopic jars vessels in which the deceased s mummified organs were stored were discovered in a tomb in the Valley of the Kings in 1900 by Howard Carter the British archeologist who would later become famous for his role in discovering the tomb of Tutankhamun Huber and colleagues analysed six samples of residues of the mummification balms from inside two jars that that had once contained Senetnay s lungs and liver as indicated by hieroglyphic inscriptions The team found the balms contained a complex mix of ingredients including fats and oils beeswax bitumen resins from trees of the pine family a substance called coumarin that has a vanilla like scent and benzoic acid which can be found in many plant sources including cinnamon and cloves Many of the ingredients they note would have had to be imported to Egypt For instance certain resins like the larch tree resin likely came from the northern Mediterranean and central Europe said Huber One other substance was narrowed down to either a resin called dammar exclusive to south east Asian tropical forests or Pistacia tree resin In case it was dammar this would highlight the extensive trade networks of the Egyptians during the mid second millennium BCE bringing in ingredients from afar But not all of the ingredients identified were present in both of the jars a finding that might suggest the balms were organ specific although the team noted it could also be that they were originally the same but were poorly mixed or had degraded differently The researchers said few mummies had received the elaborated treatment Senetnay was given which with the non local provenance of many of the ingredients supported the view that she had a high social standing a situation already indicated by the site of her burial and her title Ornament of the King Huber added that working with a perfumer the team had recreated the balms scent which would be used in an exhibition at the Moesgaard Museum in Denmark this autumn The smell of the balm has been labelled the scent of the eternity Dr William Tullett an expert in sensory history at the University of York who was not involved in the work said recreating smells from history was crucial to understanding the relationship between the past and the present To our noses the warm resinous pine like odours of larch might be more reminiscent of cleaning products and the sulphurous scent of bitumen might put us in mind of asphalt But for Egyptians these smells clearly had a host of other meanings related to spirituality and social status he said It s those revealing comparisons between the here and now of smell that make recreations so interesting  Museum goers to be transported back to 1450BC by odours of oils resins and beeswax with which noblewoman Senetnay embalmed|16.0|24.0
88|Rishi Sunak excels in his summer job of making Tories look unelectable A pale watery sun crept through the window Autumn was nearly here About time thought Rishi Sunak The summer had been a total disaster He d tried to take charge of the media grid but had been rewarded with one bad headline after another He d have been better off doing nothing at all and giving himself and the country a break This last week had been no exception It had started with Nadine Dorries s resignation About time but he hadn t banked on an 1 800 word letter slagging him off in the Mail on Sunday She d even taken a pop at his shoes What was wrong with them Didn t everyone shop at Prada In hindsight he d badly misjudged the extent of her crush on Boris The woman was totally besotted Dazzled by his lies Then there was her entitlement Somehow expecting a peerage for being a crap MP and a worse culture secretary Maybe he should have just put her in the Lords and have done with it Just to get her off his back Then there had been Theresa May s deranged new book The Maybot seriously believed she had gone out of her way to try to deliver a Brexit that was acceptable to the 48 who had voted remain Er hello She had only insisted on a hard Brexit right from the off Had never even considered staying in the single market and the customs union Not that he cared He d always been in favour of a hard Brexit But that was beside the point Theresa was meant to represent the sensible side of the Tories Only it turned out she was just as delusional as the rest of them Making the party look out of touch and unelectable That was his job That had just been the start Then he d allowed himself to be talked into letting Suella Braverman do radio and TV interviews to kick off the totally pointless crime themed week He should have insisted the home secretary remain on holiday No one could make a bad situation worse quite like her It had been a total car crash First off she had insisted that from now on the police were going to investigate every crime thoroughly Even a stolen phone FFS What kind of idiot was she Reminding everyone that under the Tories the police scarcely got round to investigating murder and rape Especially when these crimes were committed by the police And it was just a joke to think the police were really going to spend hours on every burglary and car theft How was that going to work How many police did she think there were On second thoughts don t ask Suella had been under the impression that if you sack 20 000 officers and then recruit 23 000 more then you have 23 000 more than you had in the first place She d also totally forgotten that fraud counted as a crime There again so had he Best to ignore all those dodgy PPE contracts during the pandemic Still at least Suella had been a bit more clued up when asked about refugees on the Bibby Stockholm It was completely unrealistic for asylum seekers to expect their accommodation to pass health and safety requirements After all if they were prepared to cross the Channel in small boats they could hardly expect to live for ever Besides it was just the lefty unions making trouble What kind of person would want to become a firefighter anyway Putting yourself in harm s way to protect others That wasn t the Conservative way And the home secretary had been crystal clear about her desire to leave the ECHR Quite right What the country needed was strong leadership Like Russia and Belarus And that was about the end of crime week unless you counted the reannouncement of the reannouncement on zombie knives Even Rish knew that was scraping the barrel And the last few days had been just as much of a shambles A helicopter trip to Norwich to announce a relaxation in environmental rules for housebuilding Didn t people appreciate how difficult it had been to secure a flight slot from air traffic during the current chaos He had had to pull rank and remind everyone he also needed to drop in at Waitrose for the weekly shop As for the green stuff it had been just a lot of fuss about nothing He and Michael Gove had had to remind people that the freedom to pollute our rivers was just another Brexit bonus Besides which it made far more sense for the government to stump up for some of the environmental costs rather than make the polluter pay After all these 130 000 new houses were almost certainly never going to be built Then he d had the foreign secretary pestering him all week to allow him to go to China James Cleverly would do anything for another long haul trip on the government plane He loved the smell of the white leather seats up front In the end Rish had given in Anything for a quiet life He d made Jimmy Dimly promise to bring up human rights and Taiwan in return Mumble mumble mumble mumble Jimmy had said to the Chinese What s that the Chinese had asked Oh nothing The UK Leading the way in international diplomacy again Just then Sunak received a letter from Ben Wallace informing him he was resigning as defence secretary He wanted out of politics Couldn t blame him But that reminded him He was supposed to be doing a mini reshuffle Who to replace Ben There just wasn t any talent left in the Tory ranks So he supposed it would have to be Grant Shapps He d had four cabinet posts in the last year so a fifth wouldn t hurt That he d never expressed any interest in defence and was a known conman with several aliases might even be a plus Do you promise to be loyal and do what I want he had asked the Shappster Of course Grant had nodded Up until the time when I stab you in the back That just left the energy and net zero job to fill Claire Coutinho could do that She too was loyal and knew nothing about the brief Ideal He could do with more inexperience Sunak eased his Savile Row suit back into his chair He was feeling dissatisfied He was the Boy Prince The country should be more grateful for his existence After all he had done to get growth to a massive 0 2 His agenda for the autumn would be one of hope Making people hope that they would somehow not go broke in the next year Making people hope they wouldn t die on an NHS waiting list Get everyone waiting on a miracle Him included An inspiration to us all Depraved New World by John Crace Guardian Faber 16 99 To support The Guardian and Observer order your copy at guardianbookshop com Delivery charges may apply  PM s autumn agenda will be one of desperate hope after months of one bad headline after another|16.0|3.0
89|I ll never be able to achieve the perfect burpee or run a marathon so why do I suddenly love going to the gym  It s not the first time in my life that I ve had a gym membership but it is the first time that I have found myself wanting to go The gym is only about 50 metres from my house so I can t use distance as an excuse not to turn up It s a lovely space with pastel walls and big industrial windows The bathroom has free emergency supplies of tampons deodorant hair ties and sometimes even chocolate and there is always a pot of spiced cinnamon tea you can drink before you start your class Here I ve learned how to bench press deadlift and squat I ve giggled through dance routines I ve boxed out my anger and I ve discovered stomach muscles I never knew existed in pilates I surprise myself that I keep turning up but I do It s one of the few regular things in my life the only place I feel I must be It is my small routine and I cling to it Now I go four times a week sometimes five Early in the morning when the sky is still dark or late in the afternoon when I d prefer to be lying on the couch There are classes I particularly like because the instructors are young and funny and they have playlists full of music from artists like Stevie Wonder and Nile Rodgers that I listened to back when I was young and funny Most days I disappear into a sort of perimenopausal brain fog around when the instructor is explaining the exercises so invariably I must ask them to show me again how to do something And without my glasses I can t read the whiteboard that outlines what the class will involve so I just sort of bumble along I can never lift the heaviest weights pull off the lowest squat or even stretch expertly at the end but it s not that sort of place It s not competitive It s friendly and inclusive and I never feel like I don t belong I pull my greying hair into a ponytail wear old gym pants that have seen better days and a T shirt covered with paint stains and mostly manage to keep up I go with a friend who lives around the corner If it wasn t for her I m not sure that I would always respond positively to my alarm in the morning and get out of bed I might turn it off and go back to sleep But she keeps me accountable and that s a good thing My friend and I joke about the guns we re going to have one day which we both know will never happen It s enough to feel the slight rise of muscle on my upper arms and the ease of dashing up the stairs without my calves hurting Until now my body has mostly changed without my input It has changed through puberty and pregnancy through ageing and nature But due to the gym classes there are now little changes caused by my own will And with each of these changes I feel a connection to my body that I haven t felt in a long time When I was a teenager I played netball and tennis swam laps and ran for fun I kept playing netball into my adult life and only retired when each week one of my teammates would end up off the court with an injury and I was too scared that I d be next If anyone had asked me as a teenager why I loved playing sport I might have said because I liked the competition or being social or because I had a crush on someone on the team Now I know that exercise for me is not about any of those things although I do love the morning chats with my friend at the gym I think exercise is partly about leaving my thoughts behind I m no longer just a head on legs I m connected to muscles and joints I ll never be able to achieve the perfect burpee or run a marathon but I don t care I just want to stop thinking for an hour and move But the main reason I ve become a fan of lifting weights and jumping around is that now when my body hurts it s not just because of ageing but partly because I have caused it Because I have woken sleeping muscles with unfamiliar movements That is the joy for me That I now ache because of something that I did Not just because I m getting older Nova Weetman is an award winning author of books for children and young adults including The Edge of Thirteen the winner of the 2022 Abia award My body has mostly changed without my input Now it hurts because of something I did not just because I m getting older|22.0|16.0
